0,1,2
10.184223045133283,14.993433581854347,1.0
1.4467608760122666,4.890985564049219,1.0
5.096953159067256,5.3574041177338945,1.0
7.834223191852371,7.164358728173184,1.0
6.952449423636027,6.5533811043237415,1.0
8.464854832467562,11.39883275698429,1.0
6.397603813942932,9.874281282268885,1.0
10.97670721471034,12.748767695114415,1.0
2.3286885777399227,5.2161331003773,1.0
9.8808452917301,10.149746245790151,1.0
4.071394881430884,5.141890387836005,1.0
3.484656653037123,5.953851964301443,1.0
3.5884368538766775,5.231437187483105,1.0
4.542090758564214,7.22703327601327,1.0
9.362330715566069,12.668967800322315,1.0
8.42712738309181,11.730748759010153,1.0
9.951555309754504,13.550001932051646,1.0
8.724778460814395,8.415304021422065,1.0
5.843000177389218,6.258902895210925,1.0
5.454149833642909,7.37102235752018,1.0
4.966221242039246,6.704716565667482,1.0
3.766107411368115,6.90260734239617,1.0
6.659194690099776,7.231556158631565,1.0
1.4324989544676971,1.7422627924849308,1.0
4.788626903749418,6.7937063494915435,1.0
1.8390230876888827,1.6214529783174823,1.0
3.269682835134441,5.066710569887915,1.0
1.4489929575040574,3.06284041873731,1.0
3.729092512296779,5.585885283510075,1.0
4.536776332643444,4.425757792474689,1.0
2.5476531107458404,6.911677994974201,1.0
6.993364676559611,8.64652880396215,1.0
10.711029114572339,13.068698516420213,1.0
5.284217297590253,5.932401544230116,1.0
7.349801943035712,8.281959023444637,1.0
8.977274874177368,12.57920951512784,1.0
9.155011457283468,11.7842377151823,1.0
1.5240448718266888,3.5123165285725118,1.0
7.616959147539614,9.161726015186616,1.0
2.8349859003028204,3.014376180181422,1.0
8.738670486861864,9.34115418365306,1.0
2.9642661105553993,5.1017419839683456,1.0
10.350844108108877,13.502035579791901,1.0
7.031031974772363,10.772167588844903,1.0
1.300173709469319,5.241488223551457,1.0
8.744532751575552,11.394901311234763,1.0
5.281646347102553,6.979906426652791,1.0
3.5297691671169376,3.2507954393669696,1.0
9.36834842667495,12.90011387686773,1.0
3.04436839777025,5.2706571472296595,1.0
10.314603473500025,10.32982208634101,1.0
6.7618514994584125,8.789736551804292,1.0
6.723436617958146,10.463041744537335,1.0
5.036518577031822,6.865300098459182,1.0
3.525393490349719,7.85595018094126,1.0
7.308142797475286,10.63833652487542,1.0
9.0619611261973,13.408849998449435,1.0
5.892853754450507,5.3879742594780495,1.0
4.859427280883398,7.474964267263667,1.0
5.027989153191015,9.408846944336197,1.0
2.5113642226857085,3.5630350817467002,1.0
5.726933648265238,5.391147475639401,1.0
10.396538932872623,13.364446656639961,1.0
9.370333811714843,12.841198990067127,1.0
8.715048909621345,8.701408456621383,1.0
10.336651672918345,11.889476466711569,1.0
3.1605623254551407,4.517701546589198,1.0
6.652890192861426,9.701401414279282,1.0
2.245112780326163,6.936010490215393,1.0
2.0925526560161822,5.082190239020707,1.0
6.435033583487906,6.919540396669455,1.0
10.467084122245936,10.582818659706234,1.0
2.109343161680324,5.587476173730559,1.0
10.172436492566096,12.403857744497255,1.0
4.446621078573818,8.77842585956524,1.0
3.8242796628289324,3.7067286863472426,1.0
8.716243459557214,11.95029564316255,1.0
2.222894950977965,4.331793007644078,1.0
9.980167913854238,10.679340053824307,1.0
10.599870096270447,13.471952773792164,1.0
3.991878771631127,6.170222420258533,1.0
2.9449230495245473,4.874186236093777,1.0
1.103301287081804,3.0900292351943768,1.0
7.762694040583492,11.382340247533595,1.0
10.894528916974949,10.687776844750333,1.0
7.400507731421005,10.486800793545388,1.0
4.224500231262794,8.513715218634328,1.0
3.4417981497499164,4.765231918335343,1.0
1.2114247538632708,3.7841220655782957,1.0
3.5932660197372592,6.960573675252359,1.0
10.661708222221058,12.189007780023347,1.0
8.436493956163858,10.717724812585613,1.0
9.990748178278857,9.795387018309237,1.0
4.06935179550607,4.482070697830676,1.0
6.564262704268275,10.13606328337352,1.0
3.677007477296769,5.7108797207240505,1.0
3.455351541812034,7.332291973589882,1.0
10.3546968857064,11.8727972428352,1.0
1.4483480408456308,3.721556075987894,1.0
1.1143156286766323,1.8197251644408192,1.0
10.737972957866312,12.898574002985777,1.0
6.017957800612084,6.867361582579307,1.0
4.312000386031286,5.225146112348183,1.0
6.0288503736534,8.320961543377974,1.0
1.0819130104050403,1.9214748825057901,1.0
4.3189547210915284,6.191277503081409,1.0
5.0631610177685795,9.130447521080933,1.0
10.621419376412911,10.784405691935875,1.0
4.699675146689123,5.183822132892631,1.0
7.816054501895329,10.60364233374297,1.0
2.110521499448911,3.9153154062324393,1.0
6.509636507374446,6.051370841073945,1.0
4.867637773325945,4.6647588414394825,1.0
4.429883753665321,4.966401977367595,1.0
2.8893844717528663,6.77187118463568,1.0
5.006254708492282,8.138297791244673,1.0
3.4286417123097603,5.160817557732456,1.0
8.178400882608218,10.19436376422198,1.0
7.280308964958621,7.742618984392279,1.0
8.645659520330849,9.996443449610904,1.0
3.371449656383157,7.302653068001417,1.0
9.578428421558812,12.714516683996514,1.0
2.2622146938579624,6.388739747833855,1.0
10.352433295537368,11.605641782329466,1.0
10.943842579653024,11.80791557311646,1.0
3.977802719080209,3.4293254288286077,1.0
4.848868204145991,4.185088661437681,1.0
1.3725331436150003,3.1470990162223242,1.0
8.618089215677427,10.183605556862618,1.0
2.6816553480237397,3.009272856611012,1.0
9.661344230831418,11.403696086261427,1.0
6.245469715294659,9.321525626725663,1.0
5.831442304172448,6.4654373531115725,1.0
8.763951825847803,10.461936825442915,1.0
7.810069732602843,9.627281848736118,1.0
2.780841004639564,4.721994190452994,1.0
9.550615709221681,10.726803867445371,1.0
1.8154303833590382,1.5908880056673032,1.0
6.651663633337622,9.032446412665863,1.0
2.896531472438082,6.690042195832299,1.0
1.0765193810393394,2.515885744103187,1.0
7.956612641146536,8.994010171165002,1.0
4.895130030060897,7.606191567506621,1.0
9.99549284521523,10.250042365843516,1.0
2.808984498740873,2.600570051188529,1.0
2.2187880332021592,2.214259488160973,1.0
4.824487887569852,8.28890693521388,1.0
6.396507194096371,10.537500135070388,1.0
9.735332856717969,10.251616091929773,1.0
4.098500629294993,7.351315213315675,1.0
1.7192003156994509,4.217675958203685,1.0
3.9035077480208136,4.135490781598583,1.0
10.485691400600356,11.82456517700739,1.0
6.84358021649769,9.446111394481054,1.0
6.612091936577411,9.659730980763715,1.0
1.9834759854337571,3.8818575331263667,1.0
2.388277124024657,5.103640768985514,1.0
9.537013257145563,11.392531767772248,1.0
8.170220890932033,10.33528346147014,1.0
3.4527163554502285,4.938080534385335,1.0
2.1798757152801107,3.7756899726467084,1.0
4.808312092663217,4.763194785667006,1.0
2.998387087455894,3.2722348319497816,1.0
4.7639317527649325,6.031673703269738,1.0
2.0257224270364382,3.741552490578791,1.0
2.5588601320152096,3.4004459420854616,1.0
2.8099647210028746,3.6003650106240612,1.0
6.355984486308501,8.160149807181407,1.0
5.519188413452971,5.969108822399308,1.0
9.68853376897465,10.224713828669557,1.0
3.8722538564658207,3.2230797864766365,1.0
5.3990383630859755,8.732489664444596,1.0
6.711212608655409,6.343873535390505,1.0
6.612305251373312,7.951252015780966,1.0
6.926205922028859,9.427346838166347,1.0
3.684633011176839,3.405157330083632,1.0
3.137249517642943,7.1259083587686005,1.0
4.124517822525826,7.997982442158707,1.0
2.5874463211167713,3.4124619552140856,1.0
4.311753087068511,5.905871756667198,1.0
6.242727649430742,7.147308449516221,1.0
8.809458341739733,11.973370538813285,1.0
7.657475589841161,9.893224409889257,1.0
8.664956236295229,11.684809958122932,1.0
10.22279319584977,13.166325420156692,1.0
4.4223387076595015,4.515742585501791,1.0
3.52807318050728,5.581706726539654,1.0
6.857782504867678,7.585889449321675,1.0
10.371639851449714,11.959918474618487,1.0
6.945138861631887,7.874410264201467,1.0
2.3244905663539575,4.90821329638116,1.0
10.350427724477402,10.465239720301945,1.0
7.436418639359083,11.46239862480601,1.0
8.28569879822218,11.027317399848632,1.0
1.7388831279855657,2.2683785349996333,1.0
5.788530122466012,9.052128787546714,1.0
6.969314221861507,6.450658775932572,1.0
1.118766306173832,5.4659744575969,1.0
6.181071394315965,9.621979973545493,1.0
7.76629849284446,9.250523122442448,1.0
10.120284813465197,10.53766714191971,1.0
10.370500838974907,13.680447797198873,1.0
3.0620107461148365,3.550300716716827,1.0
2.780794676143762,5.683847980015645,1.0
6.273007603905125,8.509203895036988,1.0
10.65180148511733,13.024189945841258,1.0
10.54296748611489,14.95092293314966,1.0
10.39922744570566,10.748846345064477,1.0
